Marka,Model,Yil,Km,Vites,Yakit,Fiyat,Tuketim
Audi,A4 A4 Sedan 2.0 TDI,2008,295000,Otomatik Vites,Dizel,120000,7.0
Audi,A4 A4 Sedan 2.0 TFSI Quattro,2011,74000,Otomatik Vites,Benzin,175000,7.0
Audi,A5 A5 Sportback 2.0 TDI,2014,115000,Otomatik Vites,Dizel,265000,7.0
Audi,A6 A6 Sedan 2.0 TDI,2010,248000,Otomatik Vites,Dizel,144000,7.0
Audi,TT 2.0 TFSI S,2009,159000,Otomatik Vites,Benzin,156000,7.0
Audi,A6 Diğer,2006,397000,Otomatik Vites,Benzin,85750,8.0
Audi,A6 A6 Sedan 2.0 TDI,2008,450000,Otomatik Vites,Dizel,115000,7.0
Audi,A3 A3 Sportback 1.6 TDI Attraction,2014,150000,Otomatik Vites,Dizel,170000,6.0
Audi,A5 A5 Sportback 1.4 TFSI Sport,2017,57000,Otomatik Vites,Benzin,394900,6.0
Audi,A6 A6 Sedan 3.0 TDI Quattro,2016,108000,Otomatik Vites,Dizel,520000,8.0
Audi,A6 A6 Sedan 2.0 TDI,2012,247000,Otomatik Vites,Dizel,219900,7.0
Audi,A7 3.0 TDI,2012,215000,Otomatik Vites,Dizel,325000,8.0
Audi,A3 A3 Sedan 1.6 TDI Attraction,2015,137000,Otomatik Vites,Dizel,144000,6.0
Hyundai,Tucson 1.6 GDI Style,2015,75000,Otomatik Vites,Benzin,160000,6.0
Audi,A4 A4 Sedan 2.0 TDI,2012,231000,Otomatik Vites,Dizel,143000,7.0
Audi,A6 A6 Sedan 2.0 TDI Quattro,2016,70000,Otomatik Vites,Dizel,408750,7.0
Audi,A6 A6 Sedan 2.0 TDI Quattro,2017,46900,Otomatik Vites,Dizel,504750,7.0
Audi,A4 A4 Sedan 2.0 TDI Quattro Dynamic,2017,70000,Otomatik Vites,Dizel,328750,7.0
Audi,A6 A6 Sedan 2.0 TDI Quattro,2017,40000,Otomatik Vites,Dizel,524750,7.0
Audi,A6 A6 Sedan 2.0 TDI Quattro Design,2019,19000,Otomatik Vites,Dizel,739750,7.0
Audi,Q7 3.0 TDI Quattro,2010,247000,Otomatik Vites,Dizel,233750,8.0
Audi,A3 A3 Sportback 1.6 Ambition,2008,249000,Otomatik Vites,Benzin,87000,6.0
Audi,Q7 3.0 TDI Quattro,2009,245304,Otomatik Vites,Dizel,235000,8.0
Audi,A4 A4 Sedan 2.0 TDI,2007,265789,Otomatik Vites,Dizel,76000,7.0
Audi,A3 A3 Sedan 1.6 TDI Dynamic,2016,44000,Otomatik Vites,Dizel,190000,6.0
Audi,A3 A3 Sedan 1.6 TDI Attraction,2015,169000,Otomatik Vites,Dizel,164500,6.0
Audi,S Serisi S5 3.0 TFSI Quattro,2010,160000,Otomatik Vites,Benzin,350000,8.0
Audi,A5 A5 Sportback 2.0 TDI Quattro,2015,129000,Otomatik Vites,Dizel,274900,7.0
Audi,A4 A4 Sedan 2.0 TDI Design,2016,82000,Otomatik Vites,Dizel,258500,7.0
Audi,A4 A4 Sedan 1.4 TFSI Dynamic,2016,65000,Otomatik Vites,Benzin,259900,6.0
Audi,A3 A3 Sportback 1.6 TDI Attraction,2014,164000,Otomatik Vites,Dizel,155900,6.0
Audi,A3 A3 Sportback 1.6 TDI Attraction,2014,155000,Otomatik Vites,Dizel,165900,6.0
Jeep,Cherokee 5.2,2000,249038,Otomatik Vites,Benzin,70750,8.0
Audi,A6 A6 Sedan 2.0 TDI Quattro,2017,36000,Otomatik Vites,Dizel,512950,7.0
Audi,A4 A4 Sedan 2.0 TDI Dynamic,2016,19000,Otomatik Vites,Dizel,304950,7.0
Audi,A6 A6 Sedan 2.0 TDI,2010,207000,Otomatik Vites,Dizel,129999,7.0
Audi,A3 A3 Sedan 1.6 TDI Ambiente,2016,117000,Otomatik Vites,Dizel,169900,6.0
Audi,A3 A3 Sedan 1.6 TDI Attraction,2016,150000,Otomatik Vites,Dizel,159900,6.0
Audi,A3 A3 Sedan 1.6 TDI Attraction,2015,149000,Otomatik Vites,Dizel,157900,6.0
Audi,A3 A3 Hatchback 1.6 Attraction,2005,180000,Otomatik Vites,Benzin,68750,6.0
Audi,A3 A3 Sedan 1.6 TDI Design Line,2018,40000,Otomatik Vites,Dizel,256750,6.0
Audi,A3 A3 Sportback 1.2 TFSI Attraction,2012,60000,Otomatik Vites,Benzin,136500,5.5
Audi,A6 A6 Sedan 2.0 TDI,2012,205000,Otomatik Vites,Dizel,235000,7.0
Audi,A3 A3 Sportback 1.6 Attraction,2007,57000,Otomatik Vites,Benzin,113950,6.0
Audi,A3 A3 Sedan 1.6 TDI Attraction,2014,137000,Otomatik Vites,Dizel,159500,6.0
Audi,Q3 Diğer,2014,130000,Otomatik Vites,Benzin,185000,6.0
Audi,A5 A5 Sportback 2.0 TDI Quattro,2015,128000,Otomatik Vites,Dizel,310000,7.0
Audi,Q7 3.0 TDI Quattro,2006,230000,Otomatik Vites,Dizel,148000,8.0
Audi,A5 A5 Sportback 1.4 TFSI Sport,2017,25000,Otomatik Vites,Benzin,380000,6.0
Audi,A6 Diğer,2004,293000,Otomatik Vites,Dizel,60950,8.0
Audi,A4 A4 Sedan 2.0 TDI,2015,129000,Otomatik Vites,Dizel,189900,7.0
Audi,A3 A3 Sedan 1.6 TDI Design Line,2017,57000,Otomatik Vites,Dizel,240900,6.0
Renault,Fluence 1.5 dCi Touch,2014,130000,Otomatik Vites,Dizel,104000,7.0
Audi,A4 A4 Sedan 1.4 TFSI Dynamic,2016,95000,Otomatik Vites,Benzin,236500,6.0
Audi,A3 A3 Sedan 1.6 TDI Attraction,2014,170000,Otomatik Vites,Dizel,138900,6.0
Audi,A3 A3 Sedan 1.6 TDI Attraction,2016,42000,Otomatik Vites,Dizel,162750,6.0
Audi,A3 A3 Sportback 1.6 TDI Attraction,2015,99000,Otomatik Vites,Dizel,169750,6.0
Audi,A6 A6 Sedan 2.0 TDI Quattro,2017,46600,Otomatik Vites,Dizel,525000,7.0
Audi,Q3 Diğer,2016,109000,Otomatik Vites,Benzin,297500,6.0
Audi,A4 A4 Sedan 2.0 TDI,2013,192300,Otomatik Vites,Dizel,185000,7.0
Audi,A6 A6 Sedan 2.0 TDI Quattro,2017,42769,Otomatik Vites,Dizel,532000,7.0
Audi,Q7 2.0 TFSI Quattro,2016,98000,Otomatik Vites,Benzin,725000,7.0
Audi,A6 A6 Sedan 2.0 TDI Quattro,2016,80000,Otomatik Vites,Dizel,428500,7.0
Audi,A3 A3 Sedan 1.6 TDI Ambiente,2015,66000,Otomatik Vites,Dizel,168750,6.0
Audi,A3 A3 Sedan 1.6 TDI Sport Line,2017,56000,Otomatik Vites,Dizel,236500,6.0
Audi,A4 A4 Sedan 2.0 TDI Quattro Dynamic,2017,81000,Otomatik Vites,Dizel,308500,7.0
Audi,A4 A4 allroad quattro 2.0 TDI,2012,143000,Otomatik Vites,Dizel,238500,5.5
Audi,Q5 2.0 TDI Quattro,2011,201000,Otomatik Vites,Dizel,199500,5.5
Audi,A3 A3 Sedan 1.6 TDI Ambiente,2016,138000,Otomatik Vites,Dizel,173500,6.0
Audi,Q5 2.0 TDI Quattro,2012,121000,Otomatik Vites,Dizel,230000,7.0
Audi,A3 A3 Sportback 1.6 Ambition,2007,217000,Otomatik Vites,Benzin,84900,6.0
Mercedes,Vito 110 D,2000,250000,Manuel Vites,Dizel,49500,7.0
Audi,A6 A6 Sedan 2.0 TDI,2016,120000,Otomatik Vites,Dizel,404000,7.0
Audi,A6 A6 Sedan 2.0 TDI Quattro,2016,166000,Otomatik Vites,Dizel,396000,7.0
Audi,A4 A4 Sedan 2.0 TDI,2013,142000,Otomatik Vites,Dizel,149750,7.0
Audi,Q5 2.0 TDI Quattro,2012,175000,Otomatik Vites,Dizel,237500,7.0
Audi,A3 A3 Sedan 1.6 TDI Dynamic,2016,125000,Otomatik Vites,Dizel,175750,6.0
Audi,A4 A4 Sedan 2.0 TDI,2015,177000,Otomatik Vites,Dizel,176000,7.0
Audi,A5 A5 Sportback 2.0 TDI Quattro,2015,43000,Otomatik Vites,Dizel,375000,7.0
Audi,A6 A6 Sedan 3.0 TDI Quattro,2014,199000,Otomatik Vites,Dizel,312000,8.0
Audi,A6 A6 Sedan 2.0 TDI,2010,148000,Otomatik Vites,Dizel,166500,7.0
Audi,A4 A4 Sedan 2.0 TDI Quattro,2014,168000,Otomatik Vites,Dizel,179000,5.5
Audi,Q5 2.0 TDI Quattro,2011,54000,Otomatik Vites,Dizel,299900,7.0
Audi,A3 A3 Sedan 1.6 TDI Ambition,2014,113000,Otomatik Vites,Dizel,169900,6.0
Audi,RS Q8 4.0 TFSI,2020,0,Otomatik Vites,Benzin,2720000,8.0
Audi,Q3 Diğer,2014,109400,Otomatik Vites,Benzin,187900,6.0
Audi,A4 A4 Sedan 2.0 TDI Dynamic,2016,93000,Otomatik Vites,Dizel,250000,7.0
Audi,A3 A3 Sedan 1.6 TDI 1.6 TDI,2016,78000,Otomatik Vites,Dizel,180000,6.0
Audi,A4 A4 Sedan 2.0 TDI Quattro,2013,210000,Otomatik Vites,Dizel,163900,7.0
Audi,A5 Diğer,2018,25000,Otomatik Vites,Dizel,497500,7.0
Audi,A3 A3 Sedan 1.6 TDI Sport Line,2017,65000,Otomatik Vites,Dizel,239500,6.0
Peugeot,2008 1.2 PureTech GT Line,2020,10,Otomatik Vites,Benzin,269500,5.5
Audi,A3 A3 Sedan 1.6 TDI Dynamic,2017,64000,Otomatik Vites,Dizel,206500,6.0
Audi,A3 A3 Sportback 1.0 TFSI Dynamic,2018,26000,Otomatik Vites,Benzin,191950,5.5
Audi,A3 A3 Sedan 1.6 TDI Dynamic,2017,90000,Otomatik Vites,Dizel,187950,6.0
Audi,Q3 Diğer,2015,28000,Otomatik Vites,Benzin,229950,6.0
Audi,A4 A4 Sedan 2.0 TDI Dynamic,2016,93000,Otomatik Vites,Dizel,239750,7.0
Audi,A6 A6 Sedan 2.0 TDI Quattro,2016,61000,Otomatik Vites,Dizel,409950,7.0
Audi,A3 A3 Sedan 1.6 TDI Ambiente,2014,107000,Otomatik Vites,Dizel,162950,6.0
Audi,Q7 3.0 TDI Quattro,2008,266000,Otomatik Vites,Dizel,174500,8.0
Audi,A3 A3 Sportback 1.4 TFSI 1.4 TFSI,2010,178000,Otomatik Vites,Benzin,112500,5.5
Audi,A8 4.2 Quattro,2003,273000,Otomatik Vites,Benzin,128000,8.0
Audi,A6 A6 Sedan 2.0 TDI Quattro,2017,54969,Otomatik Vites,Dizel,487500,7.0
Audi,A3 Diğer,2013,95562,Otomatik Vites,Dizel,184000,6.0
Audi,A5 A5 Coupe 2.0 TDI Quattro,2016,33000,Otomatik Vites,Dizel,495000,7.0
Audi,Q5 2.0 TDI Quattro,2011,234000,Otomatik Vites,Dizel,192500,7.0
Audi,A8 3.0 TDI Quattro Long,2013,103000,Otomatik Vites,Dizel,489000,8.0
Audi,A5 A5 Sportback 1.4 TFSI Sport,2017,40000,Otomatik Vites,Benzin,389000,6.0
Audi,A4 A4 Sedan 1.4 TFSI Design,2016,118162,Otomatik Vites,Benzin,227500,6.0
Audi,Q5 2.0 TDI Quattro,2017,34000,Otomatik Vites,Dizel,692500,7.0
Audi,A4 A4 Sedan 2.0 TDI Quattro,2014,146988,Otomatik Vites,Dizel,215000,7.0
Dacia,Dokker 1.5 dCi Ambiance,2015,178535,Manuel Vites,Dizel,63750,6.0
Audi,A8 3.0 TDI Quattro Long,2012,157000,Otomatik Vites,Dizel,534500,8.0
Audi,A7 2.0 TDI,2019,5900,Otomatik Vites,Dizel,969000,7.0
Audi,A6 A6 Sedan 2.0 TDI,2012,182118,Otomatik Vites,Dizel,259500,7.0
Audi,RS Q8 4.0 TFSI,2020,0,Otomatik Vites,Benzin,2680000,8.0
Audi,A6 A6 Sedan 2.0 TDI,2013,108102,Otomatik Vites,Dizel,312500,7.0
Audi,A3 A3 Sportback 1.6 TDI Dynamic,2016,49050,Otomatik Vites,Dizel,194500,6.0
Audi,Q2 1.6 TDI Design,2019,869,Otomatik Vites,Dizel,316500,6.0
Audi,A8 Diğer,2014,94500,Otomatik Vites,Benzin,699000,8.0
Audi,TT 2.0 TFSI,2009,81000,Otomatik Vites,Benzin,175000,7.0
Audi,Q7 3.0 TDI Quattro,2008,237000,Otomatik Vites,Dizel,209500,8.0
Audi,A5 A5 Sportback 1.4 TFSI Sport,2017,49101,Otomatik Vites,Benzin,424500,6.0
Audi,A3 A3 Sedan 1.6 TDI Ambiente,2013,136000,Otomatik Vites,Dizel,163000,6.0
Audi,A3 A3 Sedan 1.6 TDI Ambiente,2015,120000,Otomatik Vites,Dizel,185000,6.0
Audi,A5 A5 Sportback 2.0 TDI,2011,218000,Otomatik Vites,Dizel,154900,7.0
Audi,Q5 2.0 TDI Quattro,2015,135000,Otomatik Vites,Dizel,312000,7.0
Audi,A6 A6 Sedan 3.0 TDI Quattro,2010,167000,Otomatik Vites,Dizel,199000,8.0
Audi,A5 Diğer,2017,26000,Otomatik Vites,Dizel,455000,7.0
Audi,A3 A3 Sportback 1.6 TDI Attraction,2012,85000,Otomatik Vites,Dizel,119000,6.0
Audi,A3 A3 Sedan 1.6 TDI Ambiente,2016,85400,Otomatik Vites,Dizel,166500,6.0
Hyundai,I20 1.2 Team,2011,220000,Manuel Vites,Benzin,49500,5.5
Audi,A3 A3 Sedan 1.6 TDI Ambition,2015,102000,Otomatik Vites,Dizel,196750,6.0
Audi,Q5 2.0 TDI Quattro,2011,132500,Otomatik Vites,Dizel,229999,7.0
Audi,A3 A3 Sedan 1.6 TDI Attraction,2015,128000,Otomatik Vites,Dizel,170000,6.0
Audi,A5 A5 Sportback 2.0 TDI Quattro,2014,167000,Otomatik Vites,Dizel,279900,7.0
Audi,A4 A4 Sedan 2.0 TDI Design,2016,85000,Otomatik Vites,Dizel,268500,7.0
Audi,A6 A6 Sedan 2.0 TDI,2013,145000,Otomatik Vites,Dizel,295000,7.0
Audi,A3 A3 Sedan 1.6 TDI Attraction,2015,142000,Otomatik Vites,Dizel,156900,6.0
Audi,A3 A3 Sedan 1.6 TDI Dynamic,2017,43000,Otomatik Vites,Dizel,212750,6.0
Audi,A3 1.0 TFSI Sportback,2018,50000,Otomatik Vites,Benzin,159000,5.5
Audi,A4 2.0 TDI,2014,88000,Otomatik Vites,Dizel,189900,7.0
Audi,A5 Diğer,2012,6700,Otomatik Vites,Benzin,450000,5.5
Audi,A3 1.6 Ambiente,2006,115000,Otomatik Vites,Benzin,107000,7.0
Audi,Q7 3.0 TDI Quattro,2006,274654,Otomatik Vites,Dizel,162750,8.0
Audi,A6 2.0 TDI,2006,379000,Manuel Vites,Dizel,89500,8.0
Audi,100 Serisi 2.0,2006,215000,Otomatik Vites,Benzin,15000,8.0
Audi,A4 2.0 TDI,2008,233000,Otomatik Vites,Dizel,95500,7.0
Audi,A8 4.2 4.2 Quattro Long,1995,383000,Otomatik Vites,Benzin,50000,8.0
Audi,A3 1.6 Attraction,2007,211000,Otomatik Vites,Benzin,65000,6.0
Audi,A4 2.0 TDI,2014,160000,Otomatik Vites,Dizel,176500,7.0
BMW,7 Serisi 740d xDrive Exclusive,2012,128707,Otomatik Vites,Dizel,597500,8.0
Audi,S Serisi S5 3.0 TFSI Quattro,2010,160000,Otomatik Vites,Benzin,350000,8.0
Audi,A6 3.0 TDI Quattro,2012,211000,Otomatik Vites,Dizel,260000,8.0
Audi,A4 1.4 TFSI Design,2018,47000,Otomatik Vites,Benzin,299500,6.0
Audi,A3 1.6 Attraction,2014,121500,Otomatik Vites,Dizel,156500,7.0
Audi,Q5 2.0 TDI Quattro,2012,252431,Otomatik Vites,Dizel,187500,7.0
Audi,A6 2.0 TDI,2011,375000,Otomatik Vites,Dizel,140000,7.0
Audi,A3 1.4 TFSI,2010,99000,Manuel Vites,Benzin,95000,7.0
Audi,A6 2.4 V6,2002,310000,Otomatik Vites,Benzin,56750,6.0
Audi,Q7 3.0 TDI Quattro,2008,275000,Otomatik Vites,Dizel,180000,8.0
Audi,A4 2.0 TDI,2013,200000,Otomatik Vites,Dizel,178000,7.0
Audi,A6 2.0 TDI,2006,220000,Otomatik Vites,Dizel,33333,7.0
Audi,A3 A3 Hatchback 1.6 Attraction,2006,149000,Otomatik Vites,Benzin,76950,6.0
Audi,A4 1.6,2008,182700,Manuel Vites,Benzin,94500,6.0
Land Rover,Discovery Sport 2.0 TD4 HSE,2016,200550,Otomatik Vites,Dizel,444500,7.0
BMW,3 Serisi 3.18i,2000,165000,Manuel Vites,Benzin,71000,7.0
BMW,3 Serisi 3.20d,2003,315000,Otomatik Vites,Dizel,83000,7.0
BMW,1 Serisi 1.16i Sport,2012,91489,Otomatik Vites,Dizel,158500,6.0
BMW,3 Serisi 3.16i,1995,30000,Manuel Vites,Benzin,29750,6.0
BMW,3 Serisi 3.16i,2011,87000,Otomatik Vites,Benzin,160750,7.0
BMW,3 Serisi,1995,245000,Manuel Vites,Benzin,32500,7.0
BMW,Diğer Diğer,2013,160000,Otomatik Vites,Dizel,253000,8.0
BMW,X3 2.0d xDrive,2009,210000,Otomatik Vites,Dizel,153000,8.0
BMW,X3 2.0d xDrive,2009,210000,Otomatik Vites,Dizel,153000,8.0
BMW,3 Serisi 3.18i,1996,300000,Manuel Vites,Benzin,48000,7.0
BMW,5 Serisi Diğer,2017,16000,Otomatik Vites,Benzin,419750,6.0
BMW,3 Serisi 3.20d Premium,2008,167000,Otomatik Vites,Dizel,112000,7.0
BMW,3 Serisi 3.16i,2005,245000,Manuel Vites,Benzin,61500,6.0
BMW,3 Serisi 3.20d Sport,2012,147000,Otomatik Vites,Dizel,141500,7.0
BMW,X5 30d xDrive Exclusive,2011,221000,Otomatik Vites,Dizel,315000,8.0
BMW,5 Serisi 530i xDrive M Sport,2017,60000,Otomatik Vites,Benzin,669900,7.0
BMW,7 Serisi 7.30Ld,2007,403000,Otomatik Vites,Dizel,148000,8.0
BMW,3 Serisi 3.20i EfficientDynamics M Paket,2014,117000,Otomatik Vites,Benzin,239500,6.0
Jeep,Cherokee 5.2,2000,249038,Otomatik Vites,Benzin,70750,8.0
BMW,4 Serisi 420d M Sport,2016,61000,Otomatik Vites,Dizel,495000,7.0
BMW,X6 4.0d xDrive,2011,205000,Otomatik Vites,Dizel,389000,8.0
BMW,X5 3.0d xDrive,2009,39000,Otomatik Vites,Dizel,269600,8.0
BMW,X5 30d xDrive,2009,39000,Otomatik Vites,Dizel,269500,8.0
BMW,3 Serisi 318i Standart,1999,210000,Otomatik Vites,Benzin,70900,7.0
BMW,3 Serisi 318is,1997,210000,Manuel Vites,Benzin,70900,7.0
BMW,1 Serisi 116d One Edition,2016,35000,Otomatik Vites,Dizel,217500,6.0
BMW,1 Serisi 120d,2008,178500,Otomatik Vites,Dizel,155000,7.0
BMW,X5 44,2002,215368,Otomatik Vites,Benzin,105000,8.0
BMW,5 Serisi 5.20d Comfort,2012,104500,Otomatik Vites,Dizel,279500,7.0
BMW,X3 2.0i sDrive,2015,118593,Otomatik Vites,Benzin,319900,6.0
BMW,3 Serisi 3.16i,2005,245000,Manuel Vites,Benzin,62500,6.0
BMW,3 Serisi 3.20d Sport,2012,210000,Otomatik Vites,Dizel,130000,8.0
BMW,3 Serisi 3.20d Xdrive,2012,192000,Otomatik Vites,Dizel,180000,8.0
BMW,3 Serisi 3.20d Premium,2011,190000,Otomatik Vites,Dizel,110000,7.0
BMW,3 Serisi 320i First Edition M Sport,2020,3350,Otomatik Vites,Benzin,585000,6.0
BMW,3 Serisi 3.16,2019,250000,Otomatik Vites,Benzin,57500,7.0
BMW,3 Serisi 3.18ti Compact,1997,259000,Manuel Vites,Benzin,30000,7.0
BMW,3 Serisi 316i Sport Line,2012,151000,Otomatik Vites,Benzin,197000,6.0
Renault,Fluence 1.5 dCi Touch,2014,130000,Otomatik Vites,Dizel,104000,7.0
BMW,7 Serisi 7.35iL,2004,256000,Otomatik Vites,Benzin,200000,8.0
BMW,5 Serisi 5.25d xDrive Premium,2012,210000,Otomatik Vites,Dizel,270000,8.0
BMW,5 Serisi 5.25d xDrive Comfort,2012,158000,Otomatik Vites,Dizel,249500,8.0
BMW,5 Serisi 5.25d xDrive Comfort,2012,200000,Otomatik Vites,Dizel,220000,8.0
BMW,X5 25d xDrive Premium,2014,82463,Otomatik Vites,Dizel,543000,7.0
BMW,3 Serisi 3.20i ED Sport Line,2016,80000,Otomatik Vites,Benzin,259500,6.0
BMW,5 Serisi 5.20d Premium,2011,192000,Otomatik Vites,Dizel,203000,7.0
BMW,5 Serisi 520i,2016,132100,Otomatik Vites,Benzin,333000,6.0
BMW,3 Serisi 3.16i Comfort,2012,104500,Otomatik Vites,Benzin,150000,6.0
BMW,1 Serisi 118i Joy Plus,2016,40000,Otomatik Vites,Benzin,229900,6.0
BMW,3 Serisi 3.16i,2006,235000,Manuel Vites,Benzin,101000,6.0
BMW,3 Serisi 320d Technology,2013,143000,Otomatik Vites,Dizel,200000,7.0
BMW,3 Serisi 3.20i,2006,237000,Otomatik Vites,Benzin,102000,7.0
BMW,5 Serisi 5.25d xDrive Premium,2015,133000,Otomatik Vites,Dizel,385000,7.0
BMW,3 Serisi 3.20i ED Sport Line,2015,138000,Otomatik Vites,Benzin,240000,6.0
BMW,7 Serisi 730d Long Standart,2007,413000,Otomatik Vites,Dizel,175000,8.0
BMW,X3 2.0d xDrive Premium,2012,107500,Otomatik Vites,Dizel,289900,7.0
BMW,3 Serisi 3.20i ED EfficientDynamics,2016,64900,Otomatik Vites,Benzin,249900,6.0
BMW,5 Serisi 5.25d xDrive Premium,2015,150000,Otomatik Vites,Dizel,340000,7.0
Jeep,Wrangler 2.8 CRD,2014,54000,Otomatik Vites,Dizel,457500,8.0
BMW,3 Serisi 3.20d,2012,230000,Otomatik Vites,Dizel,202500,7.0
BMW,3 Serisi 3.30Xi,2007,207500,Otomatik Vites,Benzin,207500,8.0
BMW,X1 20d xDrive 2.0d xDrive,2011,299000,Otomatik Vites,Dizel,143000,7.0
BMW,3 Serisi 3.20d Premium,2008,278000,Otomatik Vites,Dizel,98000,7.0
BMW,5 Serisi 520d xDrive Pure,2018,59854,Otomatik Vites,Dizel,594500,7.0
BMW,3 Serisi 3.20i Premium,2006,229000,Otomatik Vites,Benzin,102000,7.0
BMW,3 Serisi 328i 328i,1999,380000,Manuel Vites,Benzin,62500,8.0
BMW,3 Serisi 3.20i EfficientDynamics Sport Line,2015,50000,Otomatik Vites,Benzin,265000,7.0
BMW,5 Serisi 5.20d Comfort,2014,185000,Otomatik Vites,Dizel,250000,7.0
BMW,7 Serisi 740d xDrive Exclusive,2012,128707,Otomatik Vites,Dizel,597500,8.0
BMW,5 Serisi 5.20d Exclusive,2011,252000,Otomatik Vites,Dizel,189900,7.0
BMW,2 Serisi 218i Active Tourer Active Tourer,2014,45000,Otomatik Vites,Benzin,189900,6.0
BMW,X5 3.0d,2007,390000,Otomatik Vites,Dizel,165000,8.0
BMW,3 Serisi 3.16i,2014,157000,Otomatik Vites,Benzin,192000,6.0
BMW,7 Serisi 730i M Sport,2016,90222,Otomatik Vites,Benzin,939500,7.0
BMW,3 Serisi 316i Comfort,2014,70000,Otomatik Vites,Benzin,195000,6.0
BMW,5 Serisi 520i Premium,2016,80000,Otomatik Vites,Benzin,279750,6.0
BMW,X3 20d xDrive Comfort,2013,182000,Otomatik Vites,Dizel,245000,7.0
BMW,5 Serisi 5.25d xDrive Premium,2013,160000,Otomatik Vites,Dizel,249750,8.0
Hyundai,Tucson 1.6 GDI Style,2015,75000,Otomatik Vites,Benzin,160000,6.0
BMW,5 Serisi 5.20,1995,350000,Manuel Vites,Benzin,28500,7.0
BMW,5 Serisi 525d xDrive  Premium,2012,160000,Otomatik Vites,Dizel,242000,7.0
BMW,3 Serisi 3.20i ED EfficientDynamics,2013,78000,Otomatik Vites,Benzin,215000,6.0
BMW,X3 2.0i sDrive,2015,49367,Otomatik Vites,Benzin,344500,7.0
BMW,1 Serisi 1.16i Comfort,2013,150000,Otomatik Vites,Benzin,135500,6.0
BMW,5 Serisi 5.20d M Sport,2011,225000,Otomatik Vites,Dizel,229900,7.0
BMW,3 Serisi 320d M Sport,2012,279840,Otomatik Vites,Dizel,192500,7.0
BMW,5 Serisi 520i Executive Luxury Line,2016,29000,Otomatik Vites,Benzin,320000,6.0
BMW,5 Serisi 520i Special Edition M Sport,2020,1650,Otomatik Vites,Benzin,645000,6.0
BMW,Diğer Diğer,2020,200,Otomatik Vites,Benzin,860000,7.0
BMW,4 Serisi 418i Gran Coupe Prestige,2017,24749,Otomatik Vites,Benzin,309900,6.0
BMW,X1 18i sDrive Pure,2018,20814,Otomatik Vites,Benzin,297500,6.0
BMW,X1 Diğer,2018,25928,Otomatik Vites,Dizel,327500,6.0
BMW,3 Serisi Diğer,2020,1716,Otomatik Vites,Benzin,476000,6.0
BMW,5 Serisi 520i Executive M Sport,2016,101148,Otomatik Vites,Benzin,370000,6.0
BMW,5 Serisi 520i M Sport,2017,48959,Otomatik Vites,Benzin,479000,6.0
BMW,5 Serisi 520i Executive Luxury Line,2016,64000,Otomatik Vites,Benzin,347500,6.0
BMW,7 Serisi 740d xDrive M Sport,2011,188000,Otomatik Vites,Dizel,310000,8.0
BMW,5 Serisi 520i Modern Line,2013,175000,Otomatik Vites,Benzin,249950,6.0
Renault,Fluence 1.5 dCi Touch,2014,124000,Otomatik Vites,Dizel,105500,6.0
BMW,Z Serisi Z4 3.0i sDrive,2020,0,Otomatik Vites,Benzin,805000,5.5
BMW,3 Serisi Diğer,2020,0,Otomatik Vites,Benzin,445000,6.0
BMW,3 Serisi Diğer,2020,0,Otomatik Vites,Benzin,494500,6.0
BMW,X5 25d xDrive Premium,2014,127099,Otomatik Vites,Dizel,519000,7.0
BMW,5 Serisi 520i Special Edition M Sport,2019,6830,Otomatik Vites,Benzin,582500,6.0
BMW,3 Serisi Diğer,2020,1000,Otomatik Vites,Benzin,502500,6.0
BMW,7 Serisi 730i Long M Excellence,2020,0,Otomatik Vites,Benzin,1715000,7.0
BMW,X1 16d sDrive X Line,2018,30000,Otomatik Vites,Dizel,360000,6.0
BMW,5 Serisi 520d Comfort,2014,240000,Otomatik Vites,Dizel,315650,7.0
BMW,3 Serisi 318i Edition M Sport,2018,65000,Otomatik Vites,Benzin,299650,6.0
BMW,1 Serisi 116i Comfort,2014,88000,Otomatik Vites,Benzin,164900,6.0
BMW,5 Serisi 520i Luxury Line,2019,3000,Otomatik Vites,Benzin,555000,6.0
BMW,X5 25d xDrive Premium,2015,107000,Otomatik Vites,Dizel,510000,7.0
BMW,3 Serisi 320i ED Sport Line,2014,146000,Otomatik Vites,Benzin,198999,6.0
BMW,7 Serisi 730d Long Exclusive,2012,206000,Otomatik Vites,Dizel,359999,8.0
BMW,1 Serisi 118i Joy,2016,106000,Otomatik Vites,Benzin,164500,6.0
BMW,3 Serisi 316i Comfort,2011,144000,Otomatik Vites,Benzin,122750,6.0
BMW,5 Serisi 5.20i M Sport,2016,110000,Otomatik Vites,Benzin,347000,6.0
BMW,5 Serisi 5.20d,2007,320000,Otomatik Vites,Dizel,120000,7.0
Jeep,Cherokee 5.2,2000,249038,Otomatik Vites,Benzin,70750,8.0
BMW,5 Serisi 5.25d xDrive,2014,135000,Otomatik Vites,Dizel,380000,7.0
BMW,3 Serisi 318i Prestige,2017,60000,Otomatik Vites,Benzin,275000,6.0
BMW,3 Serisi 3.20d Sport,2012,259782,Otomatik Vites,Dizel,185000,7.0
BMW,3 Serisi 3.16i,2009,180000,Manuel Vites,Benzin,105000,7.0
BMW,3 Serisi 3.16i,2013,140000,Otomatik Vites,Benzin,150000,6.0
BMW,5 Serisi 5.20i Business,1997,435,Manuel Vites,Benzin,43000,7.0
